"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,"Gram stain"
1539,BAM-582,"DSM 25242, KCTC 13154, NBRC 103144",1,"Lysinibacillus parviboronicapiens",positive
23759,BLB-1,"DSM 27595, JCM 15800, KCTC 13296",1,"Ureibacillus sinduriensis",positive
140558,S5H2222,"MCC 3065, KACC 18714, LMG 29294",1,"Lysinibacillus telephonicus",positive
1540,XDB9,"DSM 23493, CCUG 57438, KCTC 13423",1,"Lysinibacillus xylanilyticus",positive
141007,HT7-17,"NBRC 112286, TBRC 7037",1,"Demequina sediminis",positive
133868,SGM3-12,"KACC 13362, NBRC 107106",1,"Lysinimonas soli",positive
140892,S2-C,"KACC 18502, JCM 31130",1,"Lysobacter aestuarii",negative
23344,ZS79,"DSM 27222, CGMCC 1.10752, KCTC 23365",1,"Lysobacter arseniciresistens",negative
17493,YC5194,"DSM 19286, KCTC 22007",1,"Lysobacter capsici",negative
17483,Ko07,"DSM 16239, KCTC 12205, CCUG 55589, LMG 23352, NBRC 102010",1,"Lysobacter concretionis",negative
17484,GH1-9,"CCUG 55492, KACC 11406, DSM 17634, CIP 109292",1,"Lysobacter daejeonensis",negative
17490,"IMMIB APB-9","DSM 18482, CCUG 53152, CIP 109615",1,"Lysobacter defluvii",negative
17486,DS-58,"DSM 17958, KCTC 12822",1,"Lysobacter dokdonensis",negative
133170,,"RS-LYSO-3, CCIC 23922, JCM 31042",1,"Lysobacter erysipheiresistens",negative
132648,"PB-6250, PB6250","DSM 102073, FERM BP-2938, LMG 28994",1,"Lysobacter firmicutimachus",negative
141138,KTCe-2,"JCM 18204, KACC 16618",1,"Lysobacter hankyongensis",negative
133401,FJY8,"KCTC 42810, JCM 31019",1,"Lysobacter humi",negative
17491,,"CCUG 55491, CIP 109107, DSM 24152, KCTC 12204, NBRC 101156, Dae 16",1,"Lysobacter koreensis",negative
17487,GH34-4,"DSM 18244, CIP 109589, KACC 11587",1,"Lysobacter niabensis",negative
17489,GH41-7,"DSM 18481, CIP 109587",1,"Lysobacter niastensis",negative
158751,D-14,"KEMB 9005-572, KACC 19173, JCM 31917",1,"Lysobacter olei",negative
134029,107-E2,"JCM 18257, ATCC BAA 2438",1,"Lysobacter oligotrophicus",negative
17495,"YC6269, Z 3-12","DSM 21044, KCTC 22249",1,"Lysobacter oryzae",negative
17497,,"DSM 17927, KCTC 12601, Gsoil 068",1,"Luteimonas panaciterrae",negative
133227,,"THG-YS3.6, KCTC 52082, CCTCC AB 2015358",1,"Lysobacter rhizophilus",negative
17500,CTN-1,"DSM 22393, CGMCC 1.10136, KCTC 23715",1,"Lysobacter ruishenii",negative
141139,7C-9,"JCM 18205, KACC 16617",1,"Lysobacter sediminicola",negative
157768,AM20-91,"DSM 104734, LMG 30011",0,"Lysobacter silvestris",negative
140463,T20R-70,"KACC 18656, NBRC 111881",1,"Lysobacter solanacearum",negative
17498,,"DSM 24712, KCTC 22011, LMG 24126, DCY 21",1,"Lysobacter soli",negative
17492,,"DSM 21749, JCM 14760, KMM 329, NRIC 0728",1,"Lysobacter spongiicola",negative
140893,5GH218-14,"KACC 16954, JCM 30862",1,"Lysobacter terricola",negative
132485,UM1,"DSM 28473, KCTC 42936, MCC 2572",1,"Lysobacter tolerans",negative
17496,XM415,"DSM 23410, CCTCC AB 207091, NRRL B-51263",1,"Lysobacter ximonensis",negative
17499,RCML-52,"DSM 25188, CCTCC AB 208194, KCTC 22558",1,"Lysobacter xinjiangensis",negative
17485,GH19-3,"DSM 17635, CIP 109293, CCUG 55493, KACC 11407",1,"Lysobacter yangpyeongensis",negative
12524,LIND7H,"DSM 23697, CCUG 60892, JCM 16313",1,"Macellibacteroides fermentans",positive
133084,"KM 45013","DSM 101690, CCOS 969, CCUG 68920, CIP 111363",1,"Macrococcus canis",positive
133811,MC-1,"ATCC BAA 1437, JCM 17883",1,"Magnetococcus marinus",negative
133789,MMS-1,"ATCC BAA 1438, JCM 17960",1,"Magnetospira thiophila",negative
23250,MV-1,"DSM 18854, ATCC BAA 1436",1,"Magnetovibrio blakemorei",negative
17993,"50-1 BON","DSM 15567, CIP 107919",1,"Mahella australiensis",positive
2097,LA31B,"CCUG 53805, DSM 18005, ATCC BAA 1022, CIP 108450",1,"Arcobacter halophilus",negative
2100,CL-S1,"DSM 24769, CECT 7727, KCCM 90072",1,"Arcobacter marinus",negative
2098,F2075,"DSM 23625, CECT 7386, LMG 24559",1,"Arcobacter mytili",negative
2740,M1,"DSM 5387, ATCC 49637",1,"Clostridium halophilum",positive
141072,MM-10,"KCTC 42721, CECT 8898",1,"Maliponia aquimaris",negative
13854,JLT354-W,"DSM 26384, CGMCC 1.7290, LMG 24665",1,"Mameliella alba",negative
140470,MP23,"KCTC 42580, DSM 100250",1,"Mangrovibacter phragmitis",negative
5243,MSSRF40,"DSM 19579, LMG 24236",1,"Mangrovibacter plantisponsor",negative
159731,5T4P-12-1,"KCTC 62053, CGMCC 1.16279",1,"Mangrovicella endophytica",negative
159777,T1lg56,"CCTCC AB 2016238, KCTC 52623",1,"Mangrovicoccus ximenensis",negative
17815,P2,"DSM 24214, CGMCC 1.5167",1,"Mangroviflexus xiamenensis",negative
140578,S3Cf-2,"DSM 100693, CGMCC 4.7299",1,"Mangrovihabitans endophyticus",positive
133912,LYYY01,"CGMCC 1.12280, LMG 27142",1,"Mangrovimonas yunxiaonensis",negative
158538,M11-4,"MCCC 1K03312, JCM 32104",1,"Mangrovitalea sediminis",negative
133998,GY20,"KACC 16440, JCM 18631",1,"Maribacter aestuarii",negative
5614,CL-AP4,"DSM 21422, JCM 15445, KCCM 90069",1,"Maribacter antarcticus",negative
5606,,"KMM 3949, CIP 108495, DSM 16478, CCUG 48009, KCTC 12968",1,"Maribacter aquivivus",negative
5613,,"DSM 23546, JCM 14790, KCTC 22053, KOPRI 20941",1,"Maribacter arcticus",negative
133202,,"CAU 1321, KCTC 52191, NBRC 111990",1,"Maribacter arenosus",negative
133821,,"KCTC 23735, CCUG 61948, CAU 1044",1,"Maribacter chungangensis",negative
141154,B1,"CGMCC 1.15508, KCTC 52882, MCCC 1K03318",1,"Maribacter cobaltidurans",negative
5608,DSW-8,"DSM 17201, KCTC 12393",1,"Maribacter dokdonensis",negative
5612,"KT02ds 18-6","DSM 18668",1,"Maribacter forsetii",negative
159839,SDRB-Phe2,"JCM 32373, KCTC 62273, DSM 106042",1,"Maribacter litoralis",negative
133148,,"HPTF-2, KCTC 52251, NBRC 112297",1,"Maribacter litorisediminis",negative
140859,KJ4,"KACC 16438, JCM 31154",1,"Maribacter lutimaris",negative
159865,HMF3635,"KCTC 52399, NBRC 112671",1,"Maribacter maritimus",negative
5605,,"DSM 16471, CCUG 48008, KCTC 12967, KCTC 42563, KMM 3947, CIP 108494",1,"Maribacter orientalis",negative
140774,CBA3204,"KACC 17671, JCM 19533",1,"Maribacter pelagius",negative
5609,,"DSM 23514, KCTC 22021, KMM 6151, LMG 23671",1,"Maribacter polysiphoniae",negative
5604,,"DSM 19840, CCUG 47098, KCTC 12966, KMM 3903",1,"Maribacter sedimenticola",negative
5615,,"DSM 19891, KCTC 22023, LMG 22581, KMM 6046",1,"Maribacter stanieri",negative
5607,"M-3Alg 46-1","DSM 15366, KCTC 12969, KMM 3951",1,"Maribacter ulvicola",negative
23234,B5-6,"DSM 26893, JCM 14009, KCCM 42336",1,"Maribius pelagius",negative
23235,CL-SP27,"DSM 26892, JCM 13037, KCCM 42113",1,"Maribius salinus",negative
2451,JA100,"DSM 15907, ATCC BAA 741, JCM 12653",1,"Marichromatium indicum",negative
6310,HG667,"DSM 18935, JCM 16543, MBIC 07497",1,"Marihabitans asiaticum",positive
140927,,"KCTC 42300, NBRC 110727, CAU 1038",1,"Marimicrobium arenosum",negative
133321,,"CAU 1311, KCTC 52189, NBRC 111988, DSM 108276",1,"Marimonas arenosa",negative
11263,,"DSM 45154, CCTCC AA 208041, JCM 16903, SCSIO 00652",1,"Marinactinospora thermotolerans",positive
140894,Z1,"ATCC BAA 2617, CICC 10859",1,"Marinagarivorans algicola",negative
133223,,"H2, MCCC 1K02279, KCTC 42964",1,"Marinibaculum pumilum",negative
133923,"P-1 km-3","KACC 16526, CGMCC 1.11031",1,"Marinicauda pacifica",negative
159701,SY-3-19,"MCCC 1K03432, KCTC 62156",1,"Marinicaulis flavus",negative
17915,,"DSM 25488, JCM 16154, KMM 3900, NRIC 0758",1,"Marinicella litoralis",negative
132977,sw153,"DSM 25600, CGMCC 1.12181, JCM 18208",1,"Marinicella pacifica",negative
159708,F2,"KCTC 42953, MCCC 1H00149",1,"Marinicella sediminis",negative
158395,KSS164-79,"DSM 104943, CCM 8749, CIP 111345, LMG 30062",1,"Marinicrinis lubricantis",positive
140620,NC2-42,"KCTC 33676, MCCC 1K01238",1,"Marinicrinis sediminis",variable
133197,,"FB208, KCTC 42591, MCCC 1H00113",1,"Marinifilum albidiflavum",negative
159845,JC075,"KCTC 15646, MCCC 1K03477, JCM 32401",1,"Marinifilum breve",negative
133508,JC2469,"IMSNU 14138, KCTC 22488, JCM 15579",1,"Marinifilum fragile",negative
133712,HWR-17,"KCTC 23346, CCUG 60529",1,"Mariniflexile aquimaris",negative
5722,SW5,"DSM 18792, CIP 109502",1,"Mariniflexile fucanivorans",negative
134195,,"KCTC 12570, LMG 22578, KMM 6038",1,"Mariniflexile gromovii",negative
133866,SSK2-3,"KCTC 23958, CCUG 62414",1,"Mariniflexile jejuense",negative
2278,LT20,"DSM 16108",1,"Marinilactibacillus piezotolerans",positive
132434,,"DSM 28728, JCM 30097, KCTC 29482, YIM 2617",1,"Mariniluteicoccus endophyticus",positive
456,M18,"DSM 16975, KCTC 12357",1,"Marinimicrobium agarilyticum",negative
455,M9,"DSM 16974, KCTC 12356",1,"Marinimicrobium koreense",negative
133497,ISL-43,"KCTC 22484, CCUG 56757",1,"Marinimicrobium locisalis",negative
24644,,"DSM 45789, CCTCC AB 2012052, YIM M11385",1,"Marininema halotolerans",positive
24643,,"DSM 45610, CCTCC AA 2011006, SCSIO 10219",1,"Marininema mesophilum",positive
24725,AK6,"DSM 25051, JCM 17389, MTCC 11279",1,"Mariniradius saccharolyticus",negative
158685,,"KCCM 43216, JCM 31588, MEBiC 09412",1,"Marinirhabdus citrea",negative
132988,NH83,"DSM 101478, CGMCC 1.15462",1,"Marinirhabdus gelatinilytica",negative
140293,59.4M,"DSM 102940, JCM 31103",1,"Marinisporobacter balticus",positive
133030,2PyrY55-1,"DSM 29778, JCM 30566",1,"Marinitoga arctica",negative
17042,AT1271,"DSM 16785, JCM 12826",1,"Marinitoga hydrogenitolerans",negative
17044,MC3,"DSM 21709, JCM 15581",1,"Marinitoga litoralis",negative
133861,KYW371,"KCTC 23449, JCM 17452",1,"Marinivirga aestuarii",negative
493,HP15,"DSM 23420, CIP 110141",1,"Marinobacter adhaerens",negative
482,DG893,"DSM 16394, CIP 109780, NCIMB 14009",1,"Marinobacter algicola",negative
133761,ZS2-30,"CGMCC 1.10835, KCTC 23684",1,"Marinobacter antarcticus",negative
140701,M6-53,"CECT 9228, LMG 30006",1,"Marinobacter aquaticus",negative
141140,D15-8P,"CGMCC 1.11015, KCTC 23781",1,"Marinobacter aromaticivorans",negative
159844,T17,"KCTC 52710, MCCC 1K03282",1,"Marinobacter bohaiensis",negative
480,114-50-11,"DSM 15401, KMM 3840",1,"Marinobacter bryozoorum",negative
483,SW-156,"DSM 16072",1,"Marinobacter daepoensis",negative
481,SW145,"DSM 16070",1,"Marinobacter flavimaris",negative
159754,NH169-3,"MCCC 1K03455, KCTC 62226",1,"Marinobacter fuscus",negative
490,En6,"DSM 19471, KCTC 12515",1,"Marinobacter goseongensis",negative
488,SLO14B-61A,"DSM 18066, CGMCC 1.6294, CIP 109534, LMG 23509",1,"Marinobacter gudaonensis",negative
134296,M3B,"LMG 24048, CECT 7243",1,"Marinobacter guineae",negative
133354,,"CP12, KACC 18381, NBRC 110910",1,"Marinobacter halotolerans",negative
473,,"DSM 8798, ATCC 49840",1,"Marinobacter nauticus",negative
133482,FP2.5,"CECT 7297, LMG 24237",1,"Marinobacter lacisalsi",negative
478,SM19,"DSM 15157, CCM 7048, CIP 107627, NCIMB 13907",1,"Marinobacter lipolyticus",negative
486,CK47,"DSM 16561, JCM 12521, MTCC 6519",1,"Marinobacter maritimus",negative
134085,,"CGMCC 1.7059, JCM 15154, CN 46",1,"Marinobacter mobilis",negative
492,,"DSM 22359, CECT 7499, SET Set74",1,"Marinobacter oulmenensis",negative
134311,HS225,"CGMCC 1.6775, JCM 14804",1,"Marinobacter pelagius",negative
134346,20041,"CGMCC 1.6499, JCM 14643",1,"Marinobacter psychrophilus",negative
158675,,"KCTC 52545, MCCC 1H00176, HJR 7",1,"Marinobacter salexigens",negative
134282,ISL-40,"KCTC 129725, CCUG 54357, KCTC 12972, CIP 109719",1,"Marinobacter salicampi",negative
133343,,"Hb8, KCTC 52255, JCM 31416",1,"Marinobacter salinus",negative
489,SD-14B,"DSM 18347, CIP 109893, LMG 23697",1,"Marinobacter salsuginis",negative
491,NKSG1,"DSM 21262",1,"Marinobacter santoriniensis",negative
479,"R 65","DSM 15400, KMM 3657",1,"Marinobacter sediminum",negative
134254,SS011B1-4T,"LMG 23928, CGMCC 1.6489",1,"Marinobacter segnicrescens",negative
133506,NTU-104,"BCRC 17809, CGMCC 1.7011, JCM 15751",1,"Marinobacter szutsaonensis",negative
133669,UST090418-1611,"JCM 17469, NRRL B-59512",1,"Marinobacter xestospongiae",negative
134086,,"CGMCC 1.7061, JCM 15156, CN 74",1,"Marinobacter zhejiangensis",negative
158614,ST58-10,"KCTC 52193, NBRC 112103",1,"Marinobacterium aestuarii",negative
140860,DB-1,"KCTC 42778, NBRC 111756",1,"Marinobacterium aestuariivivens",negative
133616,R-40509,"LMG 25435, CAIM 1449",1,"Marinobacterium coralli",negative
459,KW-40,"DSM 11526, ATCC 700074",1,"Marinobacterium iners",negative
460,mano11,"DSM 17586, KCTC 12240",1,"Marinobacterium halophilum",negative
461,,"DSM 23545, KCTC 12756, LMG 23872, CCUG 54309, IMCC 1877",1,"Marinobacterium litorale",negative
463,AN9,"DSM 22012, KACC 13703",1,"Marinobacterium lutimaris",negative
133509,AR11,"KCTC 22254, JCM 15134",1,"Marinobacterium maritimum",negative
133470,,"CGMCC 1.7286, JCM 15523, CN 44",1,"Marinobacterium nitratireducens",negative
140895,,"KCCM 43095, JCM 30410, PAMC 27536",1,"Marinobacterium profundum",negative
462,CL-YJ9,"DSM 18822, KCCM 42386",1,"Marinobacterium rhizophilum",negative
133471,,"CGMCC 1.7287, JCM 15524, CN 47",1,"Marinobacterium sediminicola",negative
140627,WM3,"CGMCC 1.15341, KCTC 42782",1,"Marinobacterium zhoushanense",negative
1370,,"DSM 16375, CIP 108945, KCTC 19045, YIM 70157",1,"Marinococcus halotolerans",positive
1371,,"DSM 23126, KCTC 13214, YIM 91094, CCTCC AA 208014",1,"Marinococcus luteus",positive
23735,,"DSM 28023, CECT 8130",1,"Marinococcus tarijensis",positive
158676,"Yeongu 1-4","KEMB 9005-327, MCCC1 K00609",1,"Marinomonas algicida",negative
134354,328,"CGMCC 1.6498, JCM 14976",1,"Marinomonas arctica",negative
133529,,"NRIC 0752, JCM 15737, KMM 3893",1,"Marinomonas arenicola",negative
140813,"Cmf 18.22","CECT 9050, LMG 29244",1,"Marinomonas atlantica",negative
134351,J63,"KCTC 22118, JCM 14948",0,"Marinomonas communis",negative
11273,DSW10-10,"DSM 17202, KCTC 12394",1,"Marinomonas dokdonensis",negative
140970,SAB-3,"JCM 31365, KCTC 52293, MTCC 12569",1,"Marinomonas epiphytica",negative
140812,"Cmf 17.2","CECT 9049, LMG 29243",1,"Marinomonas gallaica",negative
133771,HDW-15,"KCTC 23661, CCUG 61321",1,"Marinomonas hwangdonensis",negative
11272,CK13,"DSM 16579, JCM 12522, MTCC 6645",1,"Marinomonas polaris",negative
11274,46-16,"DSM 17793, KMM 3492, LMG 22531, UCM 11075",1,"Marinomonas pontica",negative
140861,SMJ19,"CECT 8886, KCTC 42958",1,"Marinomonas spartinae",negative
134007,SJP7,"KCTC 23939, NCAIMB 02491",1,"Marinoscillum luteum",negative
133447,MRN461,"KCCM 42325, JCM 14064",1,"Marinoscillum pacificum",negative
11277,v1c_Sn-red,"DSM 18438, LMG 24610, VKM 2416, VKM B-2416",1,"Marinospirillum celere",negative
11279,K,"DSM 21763, LMG 21802, NBRC 100033",1,"Marinospirillum insulare",negative
133387,,"KCTC 52409, MCCC 1K03210, CDA 4",1,"Maribacter aurantiacus",negative
7507,ZS314,"DSM 22350, CCTCC AB 209077, JCM 19552, NBRC 109630",1,"Marisediminicola antarctica",positive
133443,B142,"CCTCC AB 208225, LMG 24627, MCCC 1A01235",1,"Marispirillum indicum",negative
140775,JC444,"KCTC 15554, DSM 103365",1,"Marispirochaeta aestuarii",negative
133451,E6,"CGMCC 1.7002, JCM 15144",1,"Maritalea mobilis",negative
6196,CL-SK30,"DSM 19524",1,"Maritalea myrionectae",negative
133668,LCM-3,"LMG 25872, NBRC 107169",1,"Maritalea porphyrae",negative
130632,,"DSM 100037, KCCM 42376, NBRC 102057, HTCC 2654",1,"Maritimibacter alkaliphilus",negative
133521,A31,"KCTC 22186, JCM 15075",1,"Maritimimonas rapanae",negative
140776,ZC80,"CGMCC 1.15697, NBRC 112461",1,"Marivibrio halodurans",negative
140594,JK11,"NCIMB 1429, NBRC 15981",1,"Marivirga harenae",negative
24518,SMK-114,"DSM 28225, CCUG 57612, KCTC 22632",1,"Marivita byunsanensis",negative
13851,CL-SK44,"DSM 21340, JCM 15447, KCCM 90070",1,"Marivita cryptomonadis",negative
130640,DPG-138,"DSM 29432, CCUG 62112, KCTC 23882",1,"Marivita geojedonensis",negative
130639,DPG-28,"DSM 29431, CCUG 60522, KCTC 23421",1,"Marivita hallyeonensis",negative
13852,CL-JM1,"DSM 21329, JCM 15446, KCCM 90071",1,"Marivita litorea",negative
140928,AM-4,"KCTC 42776, CECT 8947",1,"Marivivens donghaensis",negative
158611,HSLHS2,"KCTC 52588, MCCC 1A06712",1,"Marivivens niveibacter",negative
134220,,"NRIC 0684, JCM 14121, KMM 3046",1,"Marixanthomonas ophiurae",negative
11086,SST-45,"DSM 21547, CIP 109645, JCM 13812, NRRL B-24464",1,"Marmoricola aequoreus",positive
11087,,"DSM 19426, KCTC 19287, NBRC 105376, MSL 05",1,"Marmoricola bigeumensis",positive
158677,8BXZ-J1,"KCTC 39789, CGMCC 1.16067",1,"Marmoricola endophyticus",positive
132514,,"DSM 22772, KACC 14267, Gsoil 097",1,"Marmoricola ginsengisoli",positive
132515,,"DSM 22773, KACC 14275, Gsoil 818",1,"Marmoricola pocheonensis",positive
158712,S20-100,"LMG 30008, DSM 104694",1,"Marmoricola silvestris",positive
133970,YC6887,"KCCM 43011, NBRC 109149",1,"Martelella endophytica",negative
531,MACL11,"DSM 17316, CECT 5861, LMG 22193",1,"Martelella mediterranea",negative
133165,,"YC7033, KACC 17175, NBRC 109440",1,"Martelella suaedae",negative
11331,5516S-11,"DSM 19289, KACC 12505",1,"Massilia aerilata",negative
140977,J9,"KEMB 9005-359, JCM 31605",1,"Massilia agilis",negative
140986,K-3-1,"KEMB 9005-446, KACC 19000, JCM 31661",1,"Massilia agri",negative
11325,45,"CCUG 52214, DSM 17472, CCTCC AB 204071, KCTC 12343",1,"Massilia albidiflava",negative
11324,,"DSM 17462, CCTCC AA 204003, KCTC 12194, YIM 31775, CCUG 50882",1,"Massilia alkalitolerans",negative
159643,ZMN-3,"DSM 104676, CGMCC 1.16209",1,"Massilia armeniaca",negative
11330,byr23-80,"DSM 18925, ATCC BAA 1465, CCM 8559",1,"Massilia brevitalea",negative
158678,A9,"DSM 103547, CGMCC 1.15931, KCTC 52429",1,"Massilia buxea",negative
11328,16,"DSM 17513, CCTCC AB 204070, KCTC 12342, CCUG 52213",1,"Massilia dura",negative
11340,Y9,"DSM 26639, CGMCC 1.10685, KCTC 23585",0,"Massilia flava",negative
140777,B448-2,"JCM 30271, CGMCC 1.12920",1,"Massilia glaciei",negative
11332,,"DSM 21946, CCUG 38318, CCM 7480",1,"Massilia haematophila",negative
11336,"5317-J, 5317J-18","DSM 21309, KACC 12634",1,"Massilia jejuensis",negative
133930,D5,"CGMCC 1.10822, KCTC 23880",1,"Massilia lurida",negative
11326,101,"DSM 17473, CCTCC AB 204073, KCTC 12345, CCUG 52216",1,"Massilia lutea",negative
11342,333-1-0411,"DSM 25159, CGMCC 1.11014",1,"Massilia namucuonensis",negative
141155,PTW21,"BCRC 81061, CICC 24113",1,"Massilia neuiana",negative
11334,5420S-26,"DSM 21312, CIP 110037, KACC 12632",1,"Massilia niabensis",negative
11335,5516S-1,"DSM 21313, CIP 110038, KACC 12599",1,"Massilia niastensis",negative
11339,,"DSM 26321, CCM 7900, CCUG 43427A, CCUG 43427 A",1,"Massilia oculi",negative
140695,12-OD1,"CCTCC AB 2016251, LMG 29956, KCTC 52513",1,"Massilia phosphatilytica",negative
140511,T33,"KACC 18748, KEMB 9005-368, JCM 31316",1,"Massilia pinisoli",negative
11327,76,"DSM 17505, CCTCC AB 204072, KCTC 12344",1,"Massilia plicata",negative
133173,,"B1555-1, CGMCC 1.15196, JCM 30813",1,"Massilia psychrophila",negative
141141,6NM-7,"DSM 27523, KCTC 42761",1,"Massilia putida",negative
140975,J18,"KEMB 9005-366, JCM 31607",1,"Massilia solisilvae",negative
11337,5414S-25,"DSM 21311, KACC 12635",1,"Massilia suwonensis",negative
140976,J11,"KEMB 9005-360, JCM 31606",1,"Massilia terrae",negative
11341,TS3,"DSM 25654, CCTCC AB 2010202, KACC 14940",1,"Massilia tieshanensis",negative
11333,"R-3575, RSTN 96/5182","DSM 21873, CCM 7478, CCUG 35299",1,"Massilia varians",negative
140929,CAVIO,"CECT 8897, LMG 28941",1,"Massilia violacea",negative
159781,B2,"CGMCC 1.6993, KCTC 32446",1,"Massilia violaceinigra",negative
132911,Y1243-1,"DSM 105394, CGMCC 1.12041, KACC 16569",1,"Massilia yuzhufengensis",negative
17126,YITM815,"DSM 19343, JCM 14723",1,"Megamonas funiformis",negative
17127,FM1025,"DSM 19944, CIP 109788",1,"Megamonas rupellensis",variable
140555,MH,"KCCM 43214, JCM 31403",1,"Megasphaera hexanoica",negative
17131,"VTT E-032341","DSM 16981",1,"Megasphaera paucivorans",negative
158428,AJH120,"DSM 106750, CCUG 71842",1,"Megasphaera stantonii",negative
17132,,"DSM 17042, VTT E-97791",1,"Megasphaera sueciensis",negative
133487,,"CGMCC 1.6990, JCM 15151, LY 1",1,"Meiothermus cateniformans",negative
16711,AZM34c11,"DSM 23238, NBRC 106114",1,"Meiothermus hypogaeus",negative
140693,,"KCTC 52599, CCTCC AB 2017100, YIM 72257",1,"Meiothermus luteus",negative
158578,KBB12,"KCTC 32230, JCM 18740",1,"Melaminivora jejuensis",negative
16788,"EX, NariEX","DSM 45474, CCUG 59620",1,"Melghirimyces algeriensis",positive
23327,,"DSM 45787, CCTCC AA 2012007, NBRC 109068, SCSIO 11153",1,"Melghirimyces profundicolus",positive
24645,"11A, Nari11A","DSM 45514, CCUG 60050",1,"Melghirimyces thermohalophilus",positive
24801,P3M-2,"DSM 23840, JCM 17771, VKM B-2668",1,"Melioribacter roseus",negative
140896,CZ-AZ5,"CGMCC 1.13179, JCM 18886",1,"Membranicola marinus",negative
140531,,"KCTC 15482, JCM 30748, BR 31",1,"Merdimonas faecis",positive
133518,NH57N,"CCTCC AB 208318, LMG 24839, MCCC 1A03544",1,"Meridianimaribacter flavus",negative
24785,cd-1655R,"DSM 25116, OCM 1212",1,"Mesoaciditoga lauensis",negative
5616,"M-2Alg 33-2","DSM 15361, CCUG 47092, KCTC 12089, KMM 3909",1,"Mesonia algae",negative
140348,15-S14-6,"DSM 102814, CGMCC 1.16020, KCCM 43197, NCAIM B.02633",1,"Mesonia maritima",negative
5617,,"DSM 19841, KCTC 12708, KMM 6059, LMG 23670",1,"Mesonia mobilis",negative
133729,T-y2,"KCTC 23500, CCUG 60802",1,"Mesonia ostreae",negative
5618,MDSW-25,"DSM 21425, KCTC 22373",1,"Mesonia phycicola",negative
132147,,"DSM 29665, AC98c, HAMBI 3306, LMG 26967",1,"Mesorhizobium abyssinicae",negative
11894,,"DSM 21822, CCBAU 61158, LMG 23507, USDA 4964",1,"Mesorhizobium albiziae",negative
133553,CCNWXJ12-2,"ACCC 15461, HAMBI 3019",1,"Mesorhizobium alhagi",negative
