"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,"Metabolite (antibiotic)","Antibiotic sensitivity","Antibiotic resistance"
,,,,,kanamycin,1,
,,,,,"nalidixic acid",1,
,,,,,neomycin,1,
,,,,,novobiocin,1,
,,,,,rifampicin,1,
,,,,,tetracycline,1,
158769,YYJ7-1,"ACCC 19965, KCTC 33849",1,"Paenibacillus shunpengii",bacitracin,,1
,,,,,chloramphenicol,1,
,,,,,erythromycin,1,
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,lincomycin,,1
,,,,,"nalidixic acid",,1
,,,,,neomycin,1,
,,,,,novobiocin,,1
,,,,,penicillin,1,
133090,"DB 13031","DSM 28013, CGMCC 1.12770",1,"Paenibacillus silvae",ampicillin,1,
,,,,,chloramphenicol,1,
,,,,,erythromycin,1,
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,"nalidixic acid",1,
,,,,,neomycin,1,
,,,,,novobiocin,1,
,,,,,rifampicin,1,
,,,,,tetracycline,1,
158816,J-3,"KCTC 33926, CGMCC 1.16455",1,"Paenibacillus yanchengensis",amikacin,1,
,,,,,ampicillin,1,
,,,,,bacitracin,,1
,,,,,cefalotin,1,
,,,,,cefazolin,1,
,,,,,cephradine,1,
,,,,,chloramphenicol,1,
,,,,,ciprofloxacin,1,
,,,,,erythromycin,1,
,,,,,gentamicin,1,
140824,KJ031,"KCTC 42852, CECT 8976",1,"Paludibacterium purpuratum",ampicillin,,1
,,,,,chloramphenicol,1,
,,,,,erythromycin,,1
,,,,,gentamicin,,1
,,,,,kanamycin,1,
,,,,,"penicillin g",,1
,,,,,rifampicin,1,
,,,,,streptomycin,1,
,,,,,tetracycline,1,
,,,,,vancomycin,,1
132033,SMBg3,"DSM 102817, CCUG 68698",1,"Paludifilum halophilum",phenol,,1
,,,,,"tween 80",,1
132417,PX4,"DSM 28747, VKM B-2904",1,"Paludisphaera borealis",ampicillin,,1
,,,,,chloramphenicol,,1
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,lincomycin,,1
,,,,,neomycin,1,
,,,,,novobiocin,,1
,,,,,streptomycin,,1
2062,KOx,"DSM 23572, CCM 2766, NBRC 106092",1,"Pandoraea faecigallinarum",tetracycline,,0
2063,TA25,"DSM 23570, CCM 7677, NBRC 106091, NEU 105",1,"Pandoraea oxalativorans",tetracycline,,0
2061,ATSB16,"DSM 25325, KACC 12757, LMG 24779",1,"Pandoraea thiooxydans",ampicillin,1,
,,,,,chloramphenicol,1,
,,,,,kanamycin,1,
,,,,,"nalidixic acid",,1
,,,,,trimethoprim,1,
2066,"561, NS15","DSM 23571, CCM 7667, NBRC 106088",1,"Pandoraea vervacti",tetracycline,,0
133179,,"CF1, LMG 28690, CGMCC 1.15103",1,"Paraburkholderia caffeinilytica",gentamicin,1,
,,,,,kanamycin,1,
,,,,,neomycin,1,
,,,,,novobiocin,1,
,,,,,rifampicin,1,
,,,,,streptomycin,1,
159875,,"LMG 27177, HAMBI 3356, WSM 4178",1,"Paraburkholderia fynbosensis",ampicillin,,1
,,,,,chloramphenicol,1,
,,,,,gentamicin,,1
,,,,,kanamycin,,1
,,,,,"penicillin g",1,
,,,,,streptomycin,,1
,,,,,tetracycline,,1
140901,JC272,"KCTC 15476, LMG 28745",1,"Paraclostridium benzoelyticum",ampicillin,1,
,,,,,chloramphenicol,1,
,,,,,erythromycin,1,
,,,,,fosfomycin,,1
,,,,,gentamicin,,1
,,,,,kanamycin,,1
,,,,,metronidazole,1,
,,,,,"nalidixic acid",,1
,,,,,penicillin,1,
,,,,,"polymyxin b",,1
140969,11410,"CFCC 14285, KCTC 42845",1,"Paracoccus aerius",amikacin,1,
,,,,,cefazolin,1,
,,,,,ceftriaxone,1,
,,,,,cephalothin,1,
,,,,,cephradine,1,
,,,,,chloramphenicol,1,
,,,,,ciprofloxacin,1,
,,,,,erythromycin,1,
,,,,,gentamicin,1,
,,,,,kanamycin,1,
140807,GHD-30,"KCTC 52214, NBRC 111993",1,"Paracoccus aestuariivivens",ampicillin,1,
,,,,,carbenicillin,1,
,,,,,cephalothin,1,
,,,,,chloramphenicol,1,
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,lincomycin,,1
,,,,,neomycin,1,
,,,,,novobiocin,1,
,,,,,oleandomycin,1,
158707,LB2,"KCTC 62138, NBRC 113023",1,"Paracoccus alimentarius",ampicillin,,1
,,,,,carbenicillin,1,
,,,,,cephalothin,1,
,,,,,chloramphenicol,1,
,,,,,gentamicin,1,
,,,,,kanamycin,,1
,,,,,lincomycin,,1
,,,,,neomycin,1,
,,,,,novobiocin,1,
,,,,,oleandomycin,,1
141078,0511ARD5E5,"LMG 27962, CECT 8482",1,"Paracoccus cavernae",amikacin,1,
,,,,,amoxicillin,1,
,,,,,ampicillin,1,
,,,,,azithromycin,1,
,,,,,cefuroxime,1,
,,,,,ciprofloxacin,1,
,,,,,"clavulanic acid",1,
,,,,,clindamycin,,1
,,,,,erythromycin,1,
,,,,,fosfomycin,1,
159700,MVW-1,"BCRC 80974, LMG 29554, KCTC 52239",1,"Paracoccus fontiphilus",ampicillin,1,
,,,,,chloramphenicol,1,
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,"nalidixic acid",,1
,,,,,novobiocin,1,
,,,,,"penicillin g",1,
,,,,,rifampicin,1,
,,,,,streptomycin,1,
,,,,,sulfamethoxazole,1,
158752,GHD-05,"KCTC 52978, NBRC 112902",1,"Paracoccus litorisediminis",ampicillin,,1
,,,,,carbenicillin,1,
,,,,,cephalothin,1,
,,,,,chloramphenicol,1,
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,lincomycin,,1
,,,,,neomycin,1,
,,,,,novobiocin,1,
,,,,,oleandomycin,,1
140973,gyp-1,"BCRC 80920, LMG 29172, KCTC 42899",1,"Paracoccus mangrovi",ampicillin,,1
,,,,,chloramphenicol,1,
,,,,,gentamicin,1,
,,,,,kanamycin,,1
,,,,,"nalidixic acid",1,
,,,,,novobiocin,1,
,,,,,"penicillin g",,1
,,,,,rifampicin,1,
,,,,,streptomycin,1,
,,,,,sulfamethoxazole,,1
158753,LP91,"KCTC 42938, CCM 8696, MCC 3128, DSM 101680",1,"Paracoccus sordidisoli",amikacin,1,
,,,,,ampicillin,,1
,,,,,chloramphenicol,1,
,,,,,ciprofloxacin,1,
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,"nalidixic acid",,1
,,,,,oxytetracycline,1,
,,,,,"penicillin g",1,
,,,,,"polymyxin b",1,
158754,JDTF-33,"KCTC 52838, NBRC 112782",1,"Paraglaciecola aestuariivivens",ampicillin,,1
,,,,,carbenicillin,1,
,,,,,cephalothin,1,
,,,,,chloramphenicol,,1
,,,,,gentamicin,1,
,,,,,kanamycin,,1
,,,,,lincomycin,,1
,,,,,neomycin,,1
,,,,,novobiocin,,1
,,,,,oleandomycin,,1
140314,S66,"DSM 102834, LMG 29457, NCIMB 15060",1,"Paraglaciecola hydrolytica",ampicillin,1,
,,,,,chloramphenicol,1,
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,penicillin,,1
,,,,,streptomycin,1,
,,,,,tetracycline,1,
,,,,,tobramycin,1,
140458,126C4,"KCTC 33762, MCCC 1H00136",1,"Paraliobacillus sediminis",ampicillin,1,
,,,,,chloramphenicol,1,
,,,,,clindamycin,1,
,,,,,gentamicin,1,
,,,,,kanamycin,,1
,,,,,"polymyxin b",,1
,,,,,rifampicin,1,
,,,,,streptomycin,,1
,,,,,tetracycline,1,
140603,,"DSM 103442, LMG 29675, NAQVI 59",1,"Pararhizobium antarcticum",ampicillin,,1
,,,,,kanamycin,1,
,,,,,penicillin,,1
,,,,,streptomycin,1,
,,,,,tetracycline,1,
158709,,"BCRC 81053, LMG 30055, KCTC 52814, KMB 9",1,"Parvibium lacunae",ampicillin,1,
,,,,,chloramphenicol,1,
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,"nalidixic acid",1,
,,,,,novobiocin,1,
,,,,,"penicillin g",1,
,,,,,rifampicin,1,
,,,,,streptomycin,1,
,,,,,sulfamethoxazole,1,
132998,NH6-79,"DSM 105303, CGMCC 1.14984, JCM 30557, MCCC 1K00277",1,"Parvularcula flava",ciprofloxacin,,1
,,,,,doxycycline,,1
,,,,,kanamycin,,1
,,,,,neomycin,,1
133237,,"SD, CICC 24108, KCTC 39817",1,"Patulibacter brassicae",amikacin,1,
,,,,,ampicillin,1,
,,,,,azithromycin,1,
,,,,,aztreonam,,1
,,,,,ceftriaxone,1,
,,,,,chloramphenicol,1,
,,,,,ciprofloxacin,1,
,,,,,gentamicin,1,
,,,,,imipenem,1,
,,,,,"nalidixic acid",1,
140540,CHU3,"KCTC 42519, CICC 24092, DSM 109232",1,"Paucibacter oligotrophus",ampicillin,1,
,,,,,lincomycin,,1
159768,CM134L-2,"CGMCC 1.16520, KCTC 62643",1,"Pedobacter chitinilyticus",Amikacin,1,
,,,,,amoxicillin,1,
,,,,,ampicillin,1,
,,,,,carbenicillin,1,
,,,,,cefoperazone,1,
,,,,,cefotaxime,,1
,,,,,cefoxitin,1,
,,,,,ceftazidime,,1
,,,,,cephalexin,,1
,,,,,cephradine,,1
133123,NL19,"LMG 29220, CECT 9028",1,"Pedobacter lusitanus",amikacin,,1
,,,,,amoxicillin,,1
,,,,,ampicillin,,1
,,,,,aztreonam,,1
,,,,,cefepime,,1
,,,,,cefoxitin,,1
,,,,,ceftazidime,,1
,,,,,cefuroxime,,1
,,,,,chloramphenicol,,1
,,,,,chlortetracyclin,,1
158646,1-32,"KCTC 52859, CCTCC AB 2017084",1,"Pedobacter mongoliensis",amikacin,1,
,,,,,doxycycline,1,
,,,,,erythromycin,,1
,,,,,neomycin,1,
,,,,,oxacillin,,1
,,,,,"penicillin g",,1
140674,P4487A,"CCM 8644, LMG 29436",1,"Pedobacter psychrophilus",ampicillin,1,
,,,,,aztreonam,,1
,,,,,carbenicillin,1,
,,,,,cefixime,,1
,,,,,ceftazidime,1,
,,,,,cephalothin,1,
,,,,,chloramphenicol,1,
,,,,,ciprofloxacin,1,
,,,,,gentamicin,1,
,,,,,imipenem,1,
158756,EN12,"KCTC 42612, LMG 28820",1,"Pedobacter solisilvae",ampicillin,,1
,,,,,carbenicillin,1,
,,,,,chloramphenicol,1,
,,,,,erythromycin,1,
,,,,,"penicillin g",,1
,,,,,streptomycin,,1
,,,,,tetracycline,1,
,,,,,vancomycin,,1
133249,,"XNV015, KCTC 42866, CCTCC AB 2015319",1,"Pedobacter vanadiisoli",amikacin,1,
,,,,,ampicillin,,1
,,,,,carbenicillin,,1
,,,,,ceftazidime,,1
,,,,,cefuroxime,,1
,,,,,cephalexin,1,
,,,,,cephradine,1,
,,,,,chloramphenicol,1,
,,,,,erythritol,1,
,,,,,gentamicin,1,
140722,B2,"MCCC 1K03218, CGMCC 1.15896, KCTC 52551",1,"Pelagibacterium lentulum",chloramphenicol,,1
,,,,,erythromycin,1,
,,,,,fosfomycin,,1
,,,,,gentamicin,,1
,,,,,kanamycin,,1
,,,,,neomycin,1,
,,,,,penicillin,1,
,,,,,"polymyxin b",,1
,,,,,streptomycin,,1
,,,,,tetracycline,1,
159779,CCL18,"CGMCC 1.16231, KCTC 62030",1,"Pelagibacterium montanilacus",Amikacin,1,
,,,,,ampicillin,1,
,,,,,carbenicillin,1,
,,,,,cefazolin,1,
,,,,,cefoperazone,1,
,,,,,ceftazidime,,1
,,,,,ceftriaxone,,1
,,,,,cefuroxime,,1
,,,,,cephalexin,,1
,,,,,cephradine,,1
133247,,"YS-25, KCTC 52203, CCTCC AB 2016051",1,"Pelobium manganitolerans",amikacin,1,
,,,,,ampicillin,1,
,,,,,carbenicillin,1,
,,,,,cefazolin,1,
,,,,,cefoperazone,1,
,,,,,ceftazidime,1,
,,,,,ceftriaxone,1,
,,,,,cefuroxime,1,
,,,,,cephalexin,1,
,,,,,cephradine,1,
141042,ANA,"NBRC 112621, DSM 105015",1,"Petrothermobacter organivorans",ampicillin,,1
,,,,,chloramphenicol,1,
,,,,,gentamicin,1,
,,,,,kanamycin,,1
,,,,,rifampicin,,1
,,,,,streptomycin,1,
,,,,,tetracycline,,1
,,,,,vancomycin,,1
140086,P97,"DSM 103148, LMG 29594",1,"Phaeobacter porticola",ampicillin,1,
,,,,,chloramphenicol,1,
,,,,,gentamicin,,1
,,,,,kanamycin,,1
,,,,,penicillin,1,
,,,,,streptomycin,,1
158279,NCCP-697,"DSM 103871, CCTCC AB 2016297, YIM 73061",1,"Phenylobacterium deserti",amikacin,1,
,,,,,"cefuroxime sodium",,1
,,,,,chloramphenicol,1,
,,,,,ciprofloxacin,,1
,,,,,erythromycin,,1
,,,,,gentamicin,1,
,,,,,norfloxacin,,1
,,,,,novobiocin,,1
,,,,,oxacillin,,1
,,,,,"penicillin g",,1
2339,E,"DSM 1986, ATCC 35973, NCIB 12055",1,"Phenylobacterium immobile",ampicillin,1,
,,,,,cefaloridine,,1
,,,,,chloramphenicol,1,
,,,,,cloxacillin,,1
,,,,,erythromycin,,1
,,,,,fusidate,,1
,,,,,kanamycin,1,
,,,,,lincomycin,,1
,,,,,methicillin,,1
,,,,,neomycin,1,
140825,,"KCTC 42749, JCM 31045, DCY 109",1,"Phenylobacterium panacis",carbenicillin,,1
,,,,,cefazolin,,1
,,,,,ceftazidime,,1
,,,,,erythromycin,,1
,,,,,lincomycin,,1
,,,,,neomycin,1,
,,,,,novobiocin,1,
,,,,,oleandomycin,,1
,,,,,"penicillin g",,1
,,,,,rifampicin,,1
158644,LLAN61,"LMG 30173, CECT 9417",1,"Phyllobacterium salinisoli",ampicillin,,1
,,,,,cefuroxime,,1
,,,,,ciprofloxacin,1,
,,,,,cloxacillin,,1
,,,,,erythromycin,,1
,,,,,gentamicin,,1
,,,,,neomycin,,1
,,,,,penicillin,,1
,,,,,"polymyxin b",,1
158802,Tri-48,"LMG 30371, RCAM 03910",1,"Phyllobacterium zundukense",lincomycin,1,
,,,,,"nalidixic acid",1,
,,,,,"rifamycin sv",1,
,,,,,troleandomycin,1,
,,,,,vancomycin,1,
132519,,"DSM 101529, CGMCC 4.7225, KCTC 39701, EGI 80629",1,"Phytoactinopolyspora alkaliphila","amphotericin b",1,
,,,,,ampicillin,1,
,,,,,azithromycin,,1
,,,,,cefalotin,1,
,,,,,chloramphenicol,1,
,,,,,clarithromycin,,1
,,,,,erythromycin,,1
,,,,,gentamicin,1,
,,,,,kanamycin,,1
,,,,,lincomycin,1,
360,K110,"DSM 23373, JCM 14330, KCTC 12838, CCUG 56486",1,"Pigmentiphaga daeguensis",carbenicillin,1,
,,,,,tetracycline,,1
133289,,"LYH-15, BCRC 80969, LMG 29480, KCTC 52168",1,"Piscinibacterium candidicorallinum",ampicillin,1,
,,,,,chloramphenicol,1,
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,"nalidixic acid",1,
,,,,,novobiocin,1,
,,,,,"penicillin g",1,
,,,,,rifampicin,1,
,,,,,streptomycin,1,
,,,,,sulfamerazine,1,
141082,X14M-14,"CGMCC 1.12924, KCTC 42675",1,"Planktosalinus lacus",ampicillin,1,
,,,,,chloramphenicol,1,
,,,,,clarithromycin,1,
,,,,,clindamycin,1,
,,,,,erythromycin,1,
,,,,,gentamicin,,1
,,,,,kanamycin,1,
,,,,,norfloxacin,1,
,,,,,streptomycin,,1
,,,,,sulfamethoxazole,,1
158280,,"DSM 104669, JCM 31859, JAM 119",1,"Planktotalea lamellibrachiae",ampicillin,1,
,,,,,chloramphenicol,1,
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,"penicillin g",1,
,,,,,"polymyxin b",,1
,,,,,streptomycin,1,
,,,,,tetracycline,1,
159841,,"CGMCC 1.13628, KCTC 43001, SCU 63",1,"Planococcus halotolerans",amoxicillin,1,
,,,,,ampicillin,,1
,,,,,carbenicillin,1,
,,,,,ceftazidime,,1
,,,,,cephalexin,1,
,,,,,chloramphenicol,1,
,,,,,erythromycin,1,
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,"nalidixic acid",1,
133261,,"RA4-7, KCTC 52418, NBRC 112383",1,"Polaribacter haliotis",ampicillin,0,
,,,,,carbenicillin,1,
,,,,,cefalotin,1,
,,,,,chloramphenicol,1,
,,,,,gentamicin,0,
,,,,,kanamycin,0,
,,,,,lincomycin,1,
,,,,,neomycin,0,
,,,,,novobiocin,1,
,,,,,oleandomycin,1,
141043,OITF-22,"KCTC 52658, NBRC 112706",1,"Polaribacter insulae",ampicillin,,1
,,,,,carbenicillin,1,
,,,,,cephalothin,1,
,,,,,chloramphenicol,1,
,,,,,gentamicin,,1
,,,,,kanamycin,,1
,,,,,lincomycin,1,
,,,,,neomycin,,1
,,,,,novobiocin,,1
,,,,,oleandomycin,1,
133370,,"HMF2268, KCTC 42191, CECT 8862",1,"Polaribacter lacunae",ampicillin,,1
,,,,,chloramphenicol,1,
,,,,,erythromycin,,1
,,,,,gentamicin,,1
,,,,,kanamycin,,1
,,,,,"penicillin g",1,
,,,,,rifampicin,1,
,,,,,streptomycin,,1
,,,,,tetracycline,,1
,,,,,vancomycin,1,
140599,OITF-11,"KCTC 52500, NBRC 112457",1,"Polaribacter litorisediminis",ampicillin,1,
,,,,,carbenicillin,1,
,,,,,cephalothin,1,
,,,,,chloramphenicol,1,
,,,,,gentamicin,,1
,,,,,kanamycin,,1
,,,,,lincomycin,1,
,,,,,neomycin,,1
,,,,,novobiocin,1,
,,,,,oleandomycin,1,
133198,,"RZW3-2, JCM 30825, KCTC 42664, MCCC 1K00696",1,"Polaribacter marinaquae",cefoperazone,1,
,,,,,ceftazidime,0,
,,,,,doxycycline,0,
,,,,,norfloxacin,0,
,,,,,ofloxacin,0,
2983,,"DSM 17735, CIP 109586, NRRL B-41369",1,"Polaromonas hydrogenivorans",gentamicin,1,
,,,,,neomycin,,1
,,,,,novobiocin,,1
,,,,,streptomycin,1,
,,,,,tetracycline,1,
22713,"Pl sm11",,0,"Polyangium sorediatum",kanamycin,,1
18553,"Pl 9895",,0,"Polyangium sp.",ampicillin,,1
,,,,,kanamycin,,1
18686,"Pl 6147",,0,"Polyangium sp.",kanamycin,,1
18928,"Pl 8671",,0,"Polyangium sp.",kanamycin,,1
18930,"Pl 10539",,0,"Polyangium sp.",kanamycin,,1
18932,"Pl 6245",,0,"Polyangium sp.",kanamycin,,1
19121,"Pl 5123",,0,"Polyangium sp.",kanamycin,,1
19146,"Pl 3788",,0,"Polyangium sp.",kanamycin,,1
19961,"Pl 3971",,0,"Polyangium sp.",kanamycin,,1
20030,"Pl t5",,0,"Polyangium sp.",kanamycin,,1
20034,"Pl t6",,0,"Polyangium sp.",ampicillin,,1
,,,,,kanamycin,,1
20953,"Pl LI1",,0,"Polyangium sp.",kanamycin,,1
21295,"Pl HE7",,0,"Polyangium sp.",kanamycin,,1
21540,"Pl 4543",,0,"Polyangium sp.",kanamycin,,1
22123,"Pl 4327",,0,"Polyangium sp.",kanamycin,,1
22276,"Pl HE13",,0,"Polyangium sp.",kanamycin,,1
22351,"Pl 9749",,0,"Polyangium sp.",kanamycin,,1
140715,,"BCC 50740, NBRC 109332, KSR 13",1,"Polycladomyces subterraneus",ampicillin,1,
,,,,,bacitracin,1,
,,,,,carbenicillin,1,
,,,,,cephalothin,1,
,,,,,chloramphenicol,1,
,,,,,erythromycin,1,
,,,,,gentamicin,1,
,,,,,imipenem,1,
,,,,,kanamycin,1,
,,,,,lincomycin,1,
1388,,"DSM 19796, CCTCC AA 207029, KCTC 13190, JSM 076056",1,"Pontibacillus halophilus",ampicillin,1,
,,,,,carbenicillin,1,
,,,,,chloramphenicol,1,
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,lincomycin,0,1
,,,,,"nalidixic acid",1,
,,,,,novobiocin,1,
,,,,,"polymyxin b",1,
,,,,,rifampicin,1,
1389,,"DSM 21186, KCTC 13237, JSM 072002",1,"Pontibacillus litoralis",ampicillin,1,
,,,,,carbenicillin,1,
,,,,,chloramphenicol,1,
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,lincomycin,1,
,,,,,"nalidixic acid",0,1
,,,,,novobiocin,0,1
,,,,,"polymyxin b",0,1
,,,,,rifampicin,1,
140146,9-2,"DSM 27987, CGMCC 1.12749, JCM 19653, MCCC 1K00278",1,"Pontibacter amylolyticus",amikacin,,1
,,,,,ampicillin,1,
,,,,,ceftriaxone,1,
,,,,,cephalexin,,1
,,,,,chloramphenicol,1,
,,,,,ciprofloxacin,1,
,,,,,clindamycin,1,
,,,,,erythromycin,1,
,,,,,gentamicin,,1
,,,,,kanamycin,,1
140569,NP1,"MCC 2931, CCM 8697, KCTC 42943",1,"Pontibacter aurantiacus",amikacin,,1
,,,,,ampicillin,,1
,,,,,chloramphenicol,1,
,,,,,ciprofloxacin,1,
,,,,,gentamicin,,1
,,,,,kanamycin,,1
,,,,,"nalidixic acid",1,
,,,,,oxytetracycline,1,
,,,,,"penicillin g",1,
,,,,,"polymyxin b",1,
133259,XAAS-1,"XAAS-1, CCTCC AB 2016134, JCM 31442, DSM 103222",1,"Pontibacter aydingkolensis",acetylspiramycin,1,
,,,,,ampicillin,1,
,,,,,cefotaxime,1,
,,,,,ceftriaxone,1,
,,,,,chloramphenicol,1,
,,,,,clindamycin,1,
,,,,,erythromycin,1,
,,,,,gentamicin,,1
,,,,,kanamycin,,1
,,,,,lincomycin,1,
158763,XAAS-2,"CCTCC AB 2016135, JCM 31443",1,"Pontibacter brevis",acetylspiramycin,1,
,,,,,ampicillin,1,
,,,,,cefotaxime,1,
,,,,,ceftriaxone,1,
,,,,,chloramphenicol,1,
,,,,,clindamycin,1,
,,,,,erythromycin,1,
,,,,,gentamicin,,1
,,,,,kanamycin,,1
,,,,,lincomycin,1,
133147,,"YKTF-7, KCTC 52252, NBRC 112298",1,"Pontibacter litorisediminis",ampicillin,0,
,,,,,carbenicillin,1,
,,,,,cefalotin,1,
,,,,,chloramphenicol,1,
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,lincomycin,1,
,,,,,neomycin,1,
,,,,,novobiocin,1,
,,,,,oleandomycin,1,
132973,PB3,"DSM 100162, KCTC 42942",1,"Pontibacter mucosus",gentamicin,,1
,,,,,kanamycin,,1
,,,,,penicillin,1,
,,,,,"polymyxin b",1,
,,,,,tetracycline,1,
159762,XAAS-R86,"CCTCC AB 2017165, KCTC 62047",1,"Pontibacter silvestris",ampicillin,1,
,,,,,cefotaxime,1,
,,,,,ceftriaxone,1,
,,,,,chloramphenicol,1,
,,,,,clindamycin,1,
,,,,,erythromycin,1,
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,lincomycin,1,
,,,,,"nalidixic acid",1,
132412,,"DSM 100161, KCTC 42944, MCC 2777, NKM 1",1,"Pontibacter ummariensis",amikacin,,1
,,,,,ampicillin,,1
,,,,,chloramphenicol,1,
,,,,,ciprofloxacin,1,
,,,,,gentamicin,1,
,,,,,kanamycin,,1
,,,,,"nalidixic acid",1,
,,,,,oxytetracycline,1,
,,,,,"penicillin g",1,
,,,,,"polymyxin b",1,
133007,W14,"DSM 100231, KCTC 42941, MCC 2932",1,"Pontibacter virosus",amikacin,,1
,,,,,ampicillin,,1
,,,,,chloramphenicol,1,
,,,,,ciprofloxacin,1,
,,,,,gentamicin,,1
,,,,,kanamycin,,1
,,,,,"nalidixic acid",1,
,,,,,oxytetracycline,1,
,,,,,penicillin,,1
,,,,,"polymyxin b",1,
158575,SJ5A-1,"JCM 19520, ACCC 19863",1,"Ponticoccus marisrubri",ampicillin,1,
,,,,,chloramphenicol,1,
,,,,,erythromycin,1,
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,"penicillin g",1,
,,,,,"polymyxin b",1,
,,,,,streptomycin,1,
,,,,,tetracycline,1,
,,,,,vancomycin,,1
158576,"Yeonmyeong 2-22","KEMB 9005-328, JCM 31499",1,"Porphyrobacter algicida",ampicillin,1,
,,,,,chloramphenicol,1,
,,,,,cycloheximide,,1
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,"nalidixic acid",,1
,,,,,neomycin,1,
,,,,,novobiocin,,1
,,,,,penicillin,,1
,,,,,rifampicin,1,
132928,"LFT 1.7","DSM 100870, CECT 8942",1,"Arcobacter lekithochrous",cefoperazone,1,
132987,A1336,"DSM 100333, CCOS 902, CCUG 67421, KCTC 15694",1,"Prevotella colorans",colistin,,1
,,,,,vancomycin,,1
133303,OITF-36,"KCTC 52455, NBRC 112419",1,"Primorskyibacter aestuariivivens",ampicillin,1,
,,,,,carbenicillin,1,
,,,,,cefalotin,1,
,,,,,chloramphenicol,1,
,,,,,gentamicin,0,
,,,,,kanamycin,1,
,,,,,lincomycin,,1
,,,,,neomycin,1,
,,,,,novobiocin,1,
,,,,,oleandomycin,1,
159756,PX7,"KCTC 42952, MCCC 1H00196",1,"Primorskyibacter marinus",ampicillin,1,
,,,,,"cefotaxime sodium",1,
,,,,,chloramphenicol,1,
,,,,,clindamycin,1,
,,,,,erythromycin,1,
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,"nalidixic acid",,1
,,,,,penicillin,1,
,,,,,streptomycin,1,
158717,08MAS0041,"CGMCC 1.15939, DSM 104685",1,"Proteus alimentorum",ampicillin,,1
,,,,,azithromycin,,1
,,,,,cefepime,1,
,,,,,cefoxitin,1,
,,,,,ceftriaxone,1,
,,,,,chloramphenicol,1,
,,,,,ciprofloxacin,1,
,,,,,doxycycline,1,
,,,,,gentamicin,1,
,,,,,imipenem,1,
132975,JS9,"DSM 100173, JCM 30699, KACC 18404",1,"Proteus cibarius",ampicillin,,1
,,,,,kanamycin,,1
,,,,,tetracycline,,1
158686,08MAS2615,"DSM 104686, CGMCC 1.15982",1,"Proteus columbae",ampicillin,,1
,,,,,ampicillin,1,
,,,,,azithromycin,,1
,,,,,azithromycin,1,
,,,,,cefepime,1,
,,,,,cefoxitin,1,
,,,,,ceftriaxone,1,
,,,,,chloramphenicol,1,
,,,,,ciprofloxacin,1,
,,,,,doxycycline,1,
130241,,"DSM 28005, JCM 19624, KACC 17839, KCTC 29256, EGI 60002",1,"Pseudactinotalea suaedae",amikacin,,1
,,,,,ampicillin,1,
,,,,,cefazolin,1,
,,,,,cefoperazone,,1
,,,,,ceftriaxone,,1
,,,,,cefuroxime,,1
,,,,,chloramphenicol,,1
,,,,,ciprofloxacin,1,
,,,,,clindamycin,1,
,,,,,erythromycin,1,
133381,AR1,"KCTC 42754, JCM 31503",1,"Pseudaeromonas pectinilytica",ampicillin,,1
,,,,,aztreonam,,1
,,,,,clindamycin,,1
,,,,,lincomycin,,1
,,,,,"nalidixic acid",,1
,,,,,niaproof,,1
,,,,,"penicillin g",,1
,,,,,"potassium tellurite",,1
,,,,,"rifamycin sv",,1
,,,,,sulfamethoxazole,,1
271,GPTSA-6,"DSM 17445, CCUG 54939, CIP 109378, MTCC 7090",1,"Pseudaeromonas sharmana",ampicillin,1,
,,,,,bacitracin,1,
,,,,,cephalothin,1,
,,,,,chloramphenicol,1,
,,,,,colistin,1,
,,,,,erythromycin,1,
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,lincomycin,,1
,,,,,methicillin,,1
159881,PCS8,"KCTC 62038, JCM 32226",1,"Pseudaeromonas paramecii",ampicillin,1,
,,,,,doxycycline,1,
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,"penicillin g",1,
,,,,,streptomycin,1,
,,,,,tetracycline,1,
,,,,,"Vibriostatic agent O/129",1,
