"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,Enzyme,"Enzyme activity"
181,"Hudd B9912678","DSM 15537, CCUG 42773, CIP 106713, KCTC 15233",1,"Schaalia funkei",urease,-
162,"D145A-07, VPI D145A-07","DSM 6843, ATCC 49285, CCUG 32935",1,"Schaalia georgiae",urease,-
182,,"DSM 15538, CCUG 39276, CIP 106779, SVA 489II",1,"Schaalia suimastitidis",urease,-
185,,"DSM 15804, CCUG 46091, CIP 107423",1,"Schaalia vaccimaxillae",urease,-
133011,ZQ18-1,"DSM 28236, CICC 10824",1,"Scopulibacillus daqui",urease,-
140623,KHS03,"KCTC 42412, JCM 31160",1,"Sedimentitalea todarodis",urease,-
133194,,"AA5, KACC 18509, JCM 31013",1,"Sediminibacterium aquarii",urease,-
158552,SYL130,"KCTC 52860, CCTCC AB 2017082",1,"Sediminibacterium roseum",urease,-
13849,"YIM B024","DSM 21189, CCTCC AA 208033, KCTC 22349",1,"Sediminimonas qiaohouensis",urease,+
140907,F23,"JCM 19771, CGMCC 1.12785, MCCC 1A09945",1,"Sediminivirga luteola",urease,-
17760,GS664,"DSM 18137, KCTC 12655, Gsoil 664",1,"Segetibacter koreensis",urease,+
132393,,"DSM 103502, BR 72, KCTC 15479",1,"Sellimonas intestinalis",urease,-
132370,2015-2462-01,"DSM 100980, CCM 8626, LMG 29119",1,"Serratia aquatilis",urease,+
5169,C1,"DSM 22080, CCM 7984, CCUG 57457, CIP 111024",0,"Serratia fonticola",urease,+
140703,J11-6,"ACCC 19934, KCTC 52529",1,"Serratia oryzae",urease,+
5166,,"DSM 16952, CCUG 50595, LMG 22860, NIVA NiVa51",1,"Serratia ureilytica",urease,+
14081,HAW-EB5,"CIP 109519, DSM 18400, CCUG 54554, NCIMB 14239",1,"Shewanella atlantica",urease,+
14080,HAW-EB2,"DSM 18399, CCUG 54553, NCIMB 14238, CIP 109520",1,"Shewanella canadensis",urease,+
158312,08MAS2251,"DSM 104682, CGMCC 1.16033",1,"Shewanella carassii",urease,-
133524,JC5,"CCUG 57101, NBRC 105217, KCC 22540, KCTC 22540",1,"Shewanella chilikensis",urease,+
14078,"A22-B3, HAW-EB4","DSM 17350, CIP 109778, NCIMB 14093",1,"Shewanella halifaxensis",urease,+
140484,XMDDZSB0408,"KCTC 52125, MCCC 1A01895",1,"Shewanella intestini",urease,-
133273,,"KX27, KCTC 42807, CGMCC 1.15339",1,"Shewanella inventionis",urease,-
159740,MMS16-UL482,"KCTC 62129, JCM 32306",1,"Shewanella litoralis",urease,-
14079,PV4,"DSM 17748, ATCC BAA 1088, CIP 109777",1,"Shewanella loihica",urease,+
159741,MMS16-UL250,"KCTC 62131, JCM 32304",1,"Shewanella saliphila",urease,-
14074,"A010-1, HAW-EB3","DSM 17055, CIP 109531, NCIMB 14036",1,"Shewanella sediminis",urease,+
159742,MMS16-UL253,"KCTC 62130, JCM 32305",1,"Shewanella ulleungensis",urease,-
134055,CC-AMW-C,"JCM 18818, BCRC 80548",1,"Shimia biformata",urease,+
13906,DC-196,"DSM 21319, CCUG 55808, LMG 24714",1,"Shinella fusca",urease,+
159722,AH-1,"KCTC 52677, CCTCC AB 2017242",1,"Shinella pollutisoli",urease,-
140724,M23,"KCTC 52219, JCM 31889",1,"Silanimonas algicola",urease,-
158734,CA-16,"KEMB 9005-529, KACC 19107, NBRC 112689",1,"Simplicispira soli",urease,-
159874,SC1-8,"KACC 19329, NBRC 113111",1,"Simplicispira suum",urease,+/-
11943,MOB10,"DSM 18658, ATCC BAA 1392, VKM B-2454",1,"Singulisphaera acidiphila",urease,+
130501,SCSWE24,"DSM 100316, CCTCC AB 209289, LMG 25705, MCCC 1F01088",1,"Sinobacterium caligoides",urease,+
134301,LC13,"IAM 15386, CCTCC AB 206018",1,"Sinomonas albida",urease,+
133423,CW108,"LMG 24447, KCTC 19388, CCTCC AB 207194",1,"Sinomonas flava",urease,+
7791,"CW 59","DSM 26463, CCTCC AB 207193, KCTC 19389",1,"Sinomonas soli",urease,+
158820,HR-U,"KACC 19409, JCM 32267",1,"Siphonobacter curvatus",urease,-
132915,wkB2,"DSM 104735, ATCC BAA 2449, NCIMB 14803, NRRL B-59751",1,"Snodgrassella alvi",urease,+
1292,B3W22,"DSM 21046, JCM 13838, MTCC 7902",1,"Solibacillus isronensis",urease,+
133088,ISSFR-015,"DSM 101595, NRRL B-65388",1,"Solibacillus kalamii",urease,+
159715,S20-91,"DSM 104733, LMG 30010",1,"Solimicrobium silvestre",urease,-
18154,"CW-KD 4","DSM 18980, CCTCC AB 206145, KCTC 12881",1,"Solimonas flava",urease,+
159883,HR-BB,"KACC 19410, JCM 32268",1,"Solimonas fluminis",urease,-
18155,,"DSM 21787, KCTC 12834, LMG 24014, CCUG 60890, LMG 23841, DCY 12",1,"Solimonas soli",urease,+
159729,HR-AV,"KACC 19411, JCM 32259",1,"Solitalea longa",urease,-
158369,NEAU-mq3,"DSM 106198, CGMCC 4.7429, JCM 32389",1,"Sphaerisporangium rhizosphaerae",urease,-
133270,,"YLT33, CCTCC AB 2015150, KCTC 42644",1,"Sphingoaurantiacus capsulatus",urease,-
158203,"MC 3718","DSM 107189, CCTCCAB 2014274, LMG 28636",1,"Sphingoaurantiacus polygranulatus",urease,-
140595,Y3L14,"CGMCC 1.15782, KCTC 52379",1,"Sphingobacterium alkalisoli",urease,+
158691,YK2,"MTCC 12631, KCTC 52685, JCM 31951",1,"Sphingobacterium bovisgrunnientis",urease,-
133928,DC-8,"CCTCC AB 2012020, KACC 16850",1,"Sphingobacterium caeni",urease,+
133096,R-53603,"DSM 102028, LMG 28764",1,"Sphingobacterium cellulitidis",urease,-
134056,N7,"CCTCC AB 2012100, KACC 16854",1,"Sphingobacterium changzhouense",urease,+
133248,,"DH-5, ACCC 19856, KCTC 42746",1,"Sphingobacterium chuzhouense",urease,+
133808,No.6,"KCTC 22613, JCM 16113",1,"Sphingobacterium cladoniae",urease,+
140793,23D10-4-9,"CFCC 12640, KCTC 42248",1,"Sphingobacterium corticis",urease,-
133774,6.2S,"CECT 7938, LMG 26465",1,"Sphingobacterium detergens",urease,+
141086,SCU-B140,"KCTC 42158, CGMCC 1.12966",1,"Sphingobacterium griseoflavum",urease,-
159833,5JN-11,"ACCC 60072, KCTC 62457",1,"Sphingobacterium haloxyli",urease,+
158555,D1,"KACC 18595, JCM 31225",1,"Sphingobacterium humi",urease,-
133193,,"GJ30-7, KACC 18625, JCM 30948",1,"Sphingobacterium jejuense",urease,-
134364,10C,"JCM 14970, NCIMB 14398",1,"Sphingobacterium kitahiroshimense",urease,+
140613,7Y-4,"CFCC 11742, KCTC 42247",1,"Sphingobacterium populi",urease,+
134347,SY1,"KCTC 22131, CGMCC 1.6855",1,"Sphingobacterium siyangense",urease,+
158780,MLS-26-JM13-11,"ACCC 60057, JCM 32274",1,"Sphingobacterium solani",urease,+
14118,,"DSM 11722, ATCC 33861, CDC E7288, GIFU 3101, JCM 1277, NCTC 11386, CCUG 13224",1,"Sphingobacterium spiritivorum",urease,+
158556,h337,"KCTC 52298, CCTCC AB 2017155",1,"Sphingobacterium tabacisoli",urease,-
133127,,"CKTN2, JCM 17858, KCTC 23708",1,"Sphingobacterium thermophilum",urease,+
,,,,,urease,-
139617,,"CIP 110975, LMG 29191, CCM 8652",1,"Sphingobacterium zeae",urease,-
141163,Pch-E,"KACC 19284, JCM 32055",1,"Sphingobium limneticum",urease,-
14196,JZ-2,"DSM 21829, CGMCC 1.7749",1,"Sphingobium faniae",urease,+
24556,BA-3,"DSM 26189, CCTCC AB 201217, KACC 16433, KCTC 23196",1,"Sphingobium jiangsuense",urease,+
141162,Pch-B,"KACC 19283, JCM 32054",1,"Sphingobium limneticum",urease,-
14190,RL-3,"DSM 22942, CCM 7431, MTCC 8599",1,"Sphingobium ummariense",urease,+
159873,,"KCTC 62233, NBRC 113094, CAU 1457",1,"Sphingomicrobium arenosum",urease,+
158557,HKS-06,"KACC 18880, LMG 29563",1,"Sphingomonas agri",urease,-
140794,200,"CCTCC AB 2016064, KCTC 52488",1,"Sphingomonas antarctica",urease,-
141164,L9-754,"DSM 27347, KACC 17595",1,"Sphingomonas carotinifaciens",urease,-
141052,PR0302,"KACC 18487, NBRC 111532",1,"Sphingomonas carri",urease,-
14261,V2M44,"DSM 25652, CGMCC 1.7057, NBRC 104936",1,"Sphingomonas changbaiensis",urease,+
141166,1PNM-26,"GDMCC 1.664, KCTC 42758, DSM 27573",1,"Sphingomonas difficilis",urease,-
141059,E62-3,"KCTC 42834, CCTCC AB 2015300",1,"Sphingomonas faucium",urease,+
140795,KER25-10,"KACC 19285, JCM 32053",1,"Sphingomonas frigidaeris",urease,-
140999,SN6-9,"KCTC 52405, NRRL B-65395",1,"Sphingomonas gotjawalisoli",urease,-
141165,S5-249,"DSM 27345, KACC 17593",1,"Sphingomonas jatrophae",urease,-
141053,G39,"DSM 103790, LMG 29955T, LMG 29955",1,"Sphingomonas jeddahensis",urease,-
14272,,"DSM 25432, CCM 7880, MTCC 10873, LNB 2",1,"Sphingomonas laterariae",urease,+
140978,03SUJ6,"KCTC 23331, JCM 17543",1,"Sphingomonas limnosediminicola",urease,-
140852,9O-5,"CGMCC 1.15330, KCTC 42759",1,"Sphingomonas metalli",urease,-
140979,WM95,"KACC 18738, JCM 31399",1,"Sphingomonas palustris",urease,-
133291,,"LYH-20, BCRC 80911, LMG 29002, KCTC 42741",1,"Sphingomonas piscinae",urease,-
132650,W18RD,"DSM 103336, CGMCC 1.15645",1,"Sphingomonas prati",urease,-
158693,THG-T61,"KACC 19189, CCTCC AB 2016245",1,"Sphingomonas rhizophila",urease,+
140320,9NM-10,"DSM 27571, GDMCC 1.657",1,"Sphingomonas spermidinifaciens",urease,-
159719,X1-8,"KCTC 62032, CGMCC 1.16275",1,"Sphingomonas tabacisoli",urease,-
157911,MCT13,"DSM 105457, BAC RE RSCIC 7",1,"Sphingomonas turrisvirgatae",urease,-
159655,WS5A3p,"DSM 106274, PCM 2932",1,"Sphingopyxis lindanitolerans",urease,-
158562,"JC 216","KCTC 32445, LMG 27671",1,"Sphingorhabdus contaminans",urease,-
14282,FR1093,"DSM 22379, IMSNU 14133, JCM 14162, KCTC 12764",1,"Sphingorhabdus litoris",urease,+
14283,FR1087,"DSM 22363, IMSNU 14132, JCM 14161, KCTC 12763",1,"Sphingorhabdus marina",urease,+
11265,"CXB 654","DSM 45414, LMG 25485",1,"Spinactinospora alkalitolerans",urease,+
141001,SP30,"CECT 9238, LMG 30005",1,"Spiribacter roseus",urease,+
133180,,"SSL 50, CECT 9117, IBRC-M 11076",1,"Spiribacter roseus",urease,+
140796,TX0406,"KACC 19013, NBRC 112494",1,"Spirosoma carri",urease,-
158698,S7-3-19,"KCTC 52728, JCM 32131",1,"Spirosoma horti",urease,-
140567,15J8-12,"JCM 31407, KCTC 52510",1,"Spirosoma knui",urease,-
158607,TX0405,"KACC 19012, NBRC 112493",1,"Spirosoma metallilatum",urease,-
133359,JBM2-3,"KCTC 52176, JCM 31298",1,"Spirosoma swuense",urease,-
133174,,"SPT1, JCM 31012, BCRC 80916",1,"Spongiibacter taiwanensis",urease,+
11996,F73,"DSM 16921, CIP 109817, KACC 11299",1,"Sporosarcina koreensis",urease,+
12006,6062,"DSM 23544, CCUG 59649, LMG 26022",1,"Sporosarcina newyorkensis",urease,+
11997,I80,"DSM 16920, CIP 109802, KACC 11300",1,"Sporosarcina soli",urease,+
140528,LZ2,"KACC 18822, MCCC 1K03174",1,"Sporosarcina terrae",urease,+
132431,"YIM ART06","DSM 100594, CCTCC AA 2015021, KCTC 39599",1,"Stackebrandtia cavernae",urease,-
23285,CJ70,"DSM 27203, JCM 18079, KACC 16559",1,"Stakelama sediminis",urease,+
158429,NW1,"DSM 105366, NCTC 13950",1,"Staphylococcus cornubiensis",urease,-
14676,KS-SP60,"DSM 25293, CCUG 58238, LMG 25332, CCM 7896",1,"Staphylococcus devriesei",urease,+
14671,B3117,"DSM 19554, CCUG 51270, CIP 107711",1,"Staphylococcus pettenkoferi",urease,+
14670,"ON 86","DSM 21284, CCUG 49543, CIP 108864, LMG 22219",1,"Staphylococcus pseudintermedius",urease,+
14665,,"CCUG 51256, DSM 17636, CCM 7213, CIP 108931, LMG 22723",1,"Staphylococcus simiae",urease,+
140359,BII-R7,"DSM 103927, CECT 9180, LMG 29893",1,"Stenotrophomonas bentonitica",urease,-
17569,DCY-01,"DSM 24757, KCTC 12539, NBRC 101154, CCUG 59870",1,"Stenotrophomonas ginsengisoli",urease,+
17561,TR6-01,"DSM 17805, JCM 13256, KCTC 12211, CCUG 53887, CIP 109170",1,"Stenotrophomonas koreensis",urease,+
13146,,"DSM 19282, ATCC 23328, CCM 284, CIP 103273, JCM 9942, LMG 981, NCIMB 9152, VKM 1240",1,"Stenotrophomonas pictorum",urease,-
140908,T5916-2-1b,"JCM 30961, NCIMB 15009",1,"Stenotrophomonas tumulicola",urease,-
158316,NEAU-SW11,"DSM 105744, CGMCC 4.7427",1,"Streptacidiphilus monticola",urease,-
157075,12-5202,"CCUG 69378, DSM 103678",1,"Streptococcus azizii",urease,-
157063,,"CCUG 69277, LMG 29747",1,"Streptococcus bovimastitidis",urease,-
140263,"Cavy grass 6","DSM 102819, TISTR 2371",1,"Streptococcus caviae",urease,+
133152,,"DSM 27381, JCM 19284, NUM 2404",1,"Streptococcus dentiloxodontae",urease,-
14835,M54/01/1,"DSM 18627, CCUG 48494, CIP 108309",1,"Streptococcus marimammalium",urease,+
140138,M8,"CCUG 70868, DSM 100101, JCM 30719",1,"Streptococcus oricebi",urease,-
23299,,"DSM 25324, JCM 18038, CCUG 70864, TKU 31",1,"Streptococcus troglodytae",urease,+
11251,,"DSM 45171, CCTCC AA 208048, YIM 91353",1,"Streptomonospora amylolytica",urease,+
16499,"YIM M 10400","DSM 42024, CCTCC AA 2010008",1,"Streptomyces abyssalis",urease,+
141107,1H-SSA8,"CGMCC 4.7350, DSM 103128",1,"Streptomyces amphotericinicus",urease,+
159778,,"KCTC 39610, CCTCC AA 2015009, TRM 46399",1,"Streptomyces aqsuensis",urease,-
16502,C60,"DSM 42065, CGMCC 4.7018, KACC 15492",1,"Streptomyces atacamensis",urease,+
16461,,"DSM 41860, LDDC 6330-99, NRRL B-24165",1,"Streptomyces atriruber",urease,+
132630,2H-TWYE14,"DSM 100523, CGMCC 4.7275",1,"Streptomyces camponoticapitis",urease,+
132985,"TRM 46794-61","DSM 104041, CCTCC AA 2015006, KCTC 39568",1,"Streptomyces canalis",urease,-
158362,1H-SSA4,"DSM 104537, CGMCC 4.7403",1,"Streptomyces capitiformicae",urease,+
159788,XZHG99,"CGMCC 4.7472, KCTC 49090",1,"Streptomyces dengpaensis",urease,-
158423,NEAU-S1GS20,"DSM 104538, CCTCC AA 2017006",1,"Streptomyces durbertensis",urease,+
16406,"MS 405","DSM 41863, CIP 108995, JCM 16011",1,"Streptomyces durmitorensis",urease,+
16503,,"DSM 41984, CCTCC AA 209036, YIM 65594",1,"Streptomyces endophyticus",urease,+
16385,SF0p68,"DSM 41836, CGMCC 4.1985, NCIMB 13954",1,"Streptomyces ferralitis",urease,+
159717,A301,"CGMCC 4.7422, JCM 32177",1,"Streptomyces geranii",urease,+
16427,,"DSM 41900, YIM 47672, CCTCC AA 205017, JCM 15129",1,"Streptomyces hainanensis",urease,+
23303,NEAU-Da3,"DSM 42076, CGMCC 4.7047",1,"Streptomyces harbinensis",urease,+
16476,"FH 8121, OU-40","DSM 42074, CCTCC AA 209024, JCM 17657, PCM 2692",1,"Streptomyces hyderabadensis",urease,+
132536,,"DSM 104005, CCTCC AA 2015010, KCTC 39611, TRM 43006",1,"Streptomyces indoligenes",urease,+
141108,,"CCTCC AA 2015028, KCTC 39667, TRM 46509",1,"Streptomyces kalpinensis",urease,+
131989,NEAU-ML8,"DSM 101986, CGMCC 4.7323",1,"Streptomyces kronopolitis",urease,-
133232,"CGMCC 4.7272, Z1027","Z1027, CGMCC 4.7272, JCM 31054, DSM 111125",1,"Streptomyces lacrimifluminis",urease,+
133105,3H-HV17(2),"CGMCC 4.7349, DSM 103124",1,"Streptomyces lasiicapitis",urease,+
133236,,"TRM 46515, CCTCC AA 2015040, KCTC 39729",1,"Streptomyces litoralis",urease,-
16416,RCQ1071,"DSM 41876, ATCC BAA 1231, CIP 108852",1,"Streptomyces lunalinharesii",urease,+
133356,,"CCTCC AA 2014003, NRRL B-59117, TRM 45540",1,"Streptomyces luteus",urease,+
16012,,"DSM 41925, CCTCC AA 208005, KCTC 19400, SCSIO 01066",1,"Streptomyces nanshensis",urease,+
133581,OU-63,"CCTCC AA 209025, PCM 2690",1,"Streptomyces osmaniensis",urease,+
132444,NEAU-G9,"DSM 100521, CGMCC 4.7237",1,"Streptomyces polygonati",urease,+
159718,A249,"CGMCC 4.7417, JCM 32175",1,"Streptomyces populi",urease,+
16492,172205,"DSM 42035, CGMCC 4.6825",1,"Streptomyces qinglanensis",urease,+
158662,,"CCTCC AA 2015030, KCTC 39726, TRM 41337",1,"Streptomyces salilacus",urease,-
16462,,"DSM 41861, LDDC 6638-99, NRRL B-24166",1,"Streptomyces silaceus",urease,+
16495,BK179,"DSM 42057, KACC 20912, NRRL B-24850",1,"Streptomyces staurosporininus",urease,+
16474,Sp080513SC-30,"DSM 41969, NBRC 105048",1,"Streptomyces tateyamensis",urease,+
158315,NEAU-A4,"DSM 104540, CGMCC 4.7393",1,"Streptomyces tritici",urease,-
159651,NEAU-DSCPA1-4-4,"DSM 105118, CCTCC AA 2017025",1,"Streptomyces triticisoli",urease,+
159789,CMU-AB225,"JCM 31290, TBRC 2001",1,"Streptomyces venetus",urease,+
24618,FX61,"DSM 42132, CGMCC 4.7042, KCTC 29112",1,"Streptomyces wuyuanensis",urease,+
16501,"YIM M 10378","DSM 42022, CCTCC AA 2010006",1,"Streptomyces xishensis",urease,+
132160,Z4,"DSM 102251, CGMCC 4.7035, KCTC 29111",1,"Streptomyces yaanensis",urease,+
16618,7177,"DSM 45034, CGMCC 4.2126, HBUM 170018",1,"Streptosporangium canum",urease,+
140840,NEAU-JH1-4,"CGMCC 4.7213, JCM 30348, DSM 111302",1,"Streptosporangium jiaoheense",urease,+
16589,"N I 9100, UNCC 27 B","DSM 43021, ATCC 12428, CBS 313.56, IAM 14294, IFO 3776, JCM 3005, KCC A-0005, NBRC 3776, NCIB 10171, NRRL B-2505, RIA 470",1,"Streptosporangium roseum",urease,-
23323,GW-12028,"DSM 45763, LMG 27062",1,"Streptosporangium sandarakinum",urease,+
140841,NEAU-Wp2-0,"CGMCC 4.7217, JCM 30349, DSM 111303",1,"Streptosporangium taraxaci",urease,+
158202,SM1214,"DSM 107948, CCTCC AB 2014245, JCM 30334",1,"Subsaxibacter arcticus",urease,-
158726,,"MCC 3191, KCTC 42965, LMG 29783, GDMCC 1.1201, ARC 111",1,"Subsaxibacter sediminis",urease,-
133103,9583b,"DSM 103962, CGMCC 1.12976, KCTC 33586",1,"Subtercola lobariae",urease,-
103,SE10,"DSM 9236",1,"Succiniclasticum ruminis",urease,-
158440,6FBBBH3,"DSM 106861, JCM 32470",1,"Sutterella megalosphaeroides",urease,-
140,TPB6017,"DSM 23630, VKM B-2570",1,"Telmatobacter bradus",urease,-
141110,HZ1,"MCCC 1H00174, KCTC 52476",1,"Tenacibaculum agarivorans",urease,-
158792,LPB0136,"KACC 18887, JCM 31564",1,"Tenacibaculum todarodis",urease,-
134010,WJ-1,"CGMCC 1.12378, LMG 27422",1,"Tenacibaculum xiamenense",urease,+
132445,S6R2A4-9,"DSM 28944, CGMCC 4.7241",1,"Tenggerimyces flavus",urease,-
3021,,"DSM 19605, CIP 108724, LMG 23030",1,"Tepidicella xavieri",urease,+
134149,PPLB,"CECT 3379, LMG 22921",1,"Terrabacter terrae",urease,+
130139,03SUJ4,"DSM 29483, JCM 17517, KCTC 23332",1,"Terriglobus aquaticus",urease,+
134,,"DSM 18391, NRRL B-41598, KBS 63",1,"Terriglobus roseus",urease,-
135,SP1PR4,"DSM 23119, ATCC BAA 1853",1,"Terriglobus saanensis",urease,-
133391,M1-33108,"CCTCC AB 2016103, KCTC 52448",1,"Terrimonas crocea",urease,-
133334,,"CR94, KACC 17564, NCAIM B 025317",1,"Terrimonas rhizosphaerae",urease,-
158697,FL-8,"CCTCC AB 2017059, JCM 32095",1,"Terrimonas soli",urease,-
132379,,"DSM 27597, CCTCC AB 2013217, YIM 101269",1,"Tessaracoccus rhinocerotis",urease,-
132402,ELNT2x,"DSM 28140, CCUG 65146",1,"Testudinibacter aquarius",urease,-
1392,HS286,"DSM 21635, CCM 7597, JCM 15722",1,"Thalassobacillus cyri",urease,-
1393,"18 OM, 18OM","DSM 22784, CECT 7566, JCM 16412",1,"Thalassobacillus pellis",urease,-
141073,HSF7,"KCTC 42651, MCCC 1K01158",1,"Thalassobaculum fulvum",urease,+
140871,MME-075,"KCCM 43143, JCM 30758",1,"Thalassobius litorarius",urease,-
159743,G27,"MCC 3411, CGMCC 1.15772, KCTC 33941",1,"Thalassorhabdus alkalitolerans",urease,-
133272,,"PB8B, MCCC 1A01103, LMG 29620",1,"Thalassospira indica",urease,+
159890,CSC3H3,"MCCC 1A11786, KCTC 62333",1,"Thalassospira marina",urease,+
133545,P-4,"CGMCC 1.6849, JCM 14850",1,"Thalassospira xianhensis",urease,+
140539,LPB0090,"KACC 18695, JCM 31189",1,"Thalassotalea crassostreae",urease,+
130655,,"DSM 100429, CCTCC M 2011497, KACC 16524, SgZ-1",1,"Thauera humireducens",urease,+
24745,PM5,"DSM 45816, ATCC BAA 2534",1,"Thermogemmatispora carboxidivorans",urease,-
140694,,"NBRC 112415, CCTCC AB 2016305, YIM 73026",1,"Thermus caldifontis",urease,-
133741,HL-EbGr7,"NCCB 100376, UNIQUEM U246",1,"Thioalkalivibrio sulfidiphilus",urease,+
140607,,"KCTC 52190, NBRC 111989, DSM 108277, CAU 1312",1,"Pseudothioclava arenosa",urease,-
130630,DLFJ1-1,"DSM 29618, CGMCC 1.12325, LMG 27290, MCCC 1A03957",1,"Thioclava dalianensis",urease,+
158274,"ElOx 9","DSM 103712",1,"Thioclava sediminum",urease,+
140534,25B10_4,"MCCC 1A07302, LMG 29614",1,"Thioclava nitratireducens",urease,+
17083,G1,"DSM 21228",1,"Thiothrix caldifontis",urease,+
17084,BL,"DSM 21227, VKM B-2521",1,"Thiothrix lacustris",urease,+
14025,,"DSM 21585, JCM 15529, KCTC 22406, USBA 355",1,"Tistlia consotensis",urease,+
295,,"DSM 22975, ATCC BAA 1908, OCF 7",1,"Tolumonas osonensis",urease,-
130227,JPY-345,"DSM 29917, BCRC 80258, KCTC 23309, LMG 26032, NKMU-JPY-345",1,"Trinickia symbiotica",urease,+
130633,M97,"DSM 29339, JCM 17731, KACC 15544",1,"Tropicimonas sediminicola",urease,+
218,Murakami,"DSM 19515, ATCC BAA 1522, JCM 14813, CCUG 58417",1,"Trueperella abortisuis",urease,-
214,"GF 750","DSM 9152, CCUG 33419, CIP 104252, LCDC 89-0504, LMG 18721, ATCC 51727",1,"Trueperella bernardiae",urease,-
216,1W3/01,"DSM 17162, CIP 109229, NCTC 13354, CCUG 59862",1,"Trueperella bialowiezensis",urease,-
217,2W106/04,"CCUG 59861, DSM 17163, CIP 109232, NCTC 13355",1,"Trueperella bonasi",urease,-
212,"84, C-100","DSM 20630, ATCC 19411, CCUG 13230, CIP 103129, LMG 16162, NCTC 5224",1,"Trueperella pyogenes",urease,-
140719,P12,"LMG 29571, VKM B-3044",1,"Tundrisphaera lichenicola",urease,-
157132,MBLW1,"CCUG 69661, DSM 105045",1,"Tuwongella immobilis",urease,+
13936,5YN10-9,"DSM 18521, KACC 11603",1,"Uliginosibacterium gangwonense",urease,+
133283,,"KBP-13, BCRC 80903, LMG 28837, KCTC 42655",1,"Uliginosibacterium paludis",urease,+
158641,M1-21,"KACC 19271, JCM 32000",1,"Uliginosibacterium sediminicola",urease,+
157757,06D021,"DSM 105630, CIP 111401",0,"Klebsiella grimontii",urease,-
141168,KYPY9,"BCRC 81009, LMG 29730 KCTC 52442",1,"Undibacterium amnicola",urease,-
141056,6-67,"CCTCC AB 2015162, KCTC 42986",1,"Undibacterium arcticum",urease,-
132626,E3/4,"DSM 102221, CCM 8677, CIP 111017",1,"Undibacterium danionis",urease,+
131260,,"DSM 102222, NBRC 108789",1,"Undibacterium terreum",urease,+
3017,BAM-48,"DSM 21722, KCTC 22010, NBRC 103145",1,"Variovorax boronicumulans",urease,-
3018,,"DSM 25185, CCUG 52469, KCTC 12583, LMG 23392, Gsoil 3165",1,"Variovorax ginsengisoli",urease,-
140831,,"KACC 18501, NBRC 111520, UC 38",1,"Variovorax humicola",urease,-
3016,GH9-3,"DSM 18216, KACC 11579",1,"Variovorax soli",urease,-
141060,CV58,"NCIMB 15011, DSM 100910",1,"Ventosimonas gracilis",urease,-
132025,NEAU-QY3,"DSM 101530, CGMCC 4.7312",1,"Verrucosispora sonchi",urease,-
17346,J74,"DSM 22054, JCM 14949, KCTC 22122, CCUG 57111",1,"Vibrio areninigrae",urease,+
17355,,"DSM 25292, CGMCC 1.8461, LMG 24781, HHS 02",1,"Vibrio atypicus",urease,+
158354,FJ201301,"DSM 104687, CGMCC 1.16099",1,"Vibrio fujianensis",urease,-
23341,,"DSM 27061, JCM 16453, LMG 25398, TCFB 0772",1,"Vibrio jasicida",urease,+
17312,MANO22D,"DSM 17657, CAIM 315, CIP 109585, KCTC 12520",1,"Vibrio litoralis",urease,+
140734,EAod9,"CECT 9027, LMG 29724",1,"Vibrio palustris",urease,-
140735,SMJ21,"CECT 9026, LMG 29723",1,"Vibrio spartinae",urease,-
132582,Ac_5_C6,"DSM 29464, LMG 29035",1,"Vicinamibacter silvestris",urease,-
158595,ANORD5,"NCIMB 15042, MTCC 12686, DSM 103558",1,"Vicingus serpentipes",urease,-
22931,J18,"DSM 26676, JCM 16994, KACC 14624",1,"Virgibacillus alimentarius",urease,-
1487,,"DSM 19574, JCM 14839, HAL Hal1",1,"Virgibacillus arcticus",urease,-
1482,mccs2332,"DSM 14868, JCM 16508, LMG 20964",1,"Virgibacillus carmonensis",urease,-
1484,DSW-10,"DSM 16826, CIP 109001, KCTC 3933",1,"Virgibacillus dokdonensis",urease,-
132443,S1-20,"DSM 29015, LMG 28381",1,"Virgibacillus flavescens",urease,-
1483,5B73C,"DSM 21623, IAM 15308, JCM 21758, KCTC 13935",1,"Virgibacillus halophilus",urease,+
23745,,"DSM 25060, G 6065, LMG 26644, WS 4627",1,"Virgibacillus halotolerans",urease,+
133313,NS3012,"NS3012, KEMB 9001-125, JCM 16522, DSM 107337",1,"Virgibacillus jeotgali",urease,-
1488,YIM-kkny16,"DSM 17056, CGMCC 1.6298, JCM 16510",1,"Virgibacillus kekensis",urease,-
1477,123,"DSM 12325, ATCC 700626, CECT 5066, CIP 105609",1,"Virgibacillus marismortui",urease,+
1481,mccs2660,"DSM 14866, JCM 16509, LMG 19488",1,"Virgibacillus necropolis",urease,-
158787,LM2416,"KCTC 33927, JCM 32144",1,"Virgibacillus phasianinus",urease,-
1486,"SA-Vb 1","DSM 18441, JCM 12946",1,"Virgibacillus salarius",urease,-
1494,CC-YMP-6,"DSM 22952, CCM 7714, CCUG 58580",1,"Virgibacillus soli",urease,-
571,R-17170,"DSM 16319, LMG 22166",1,"Viridibacillus arenosi",urease,-
570,R-16993,"DSM 16317, LMG 22165",1,"Viridibacillus arvi",urease,+
140283,MCy10943,"DSM 102952, NCCB 100600",1,"Vitiosangium cumulatum",urease,-
